# Characteristic  Pathlengths (in Angstroem) for Electron Transport in Ir
#
# ener(eV)      EMFP      IMFP     TRMFP      LNRG   
   85995.0      58.4     531.9    6086.5   74273.2
   86495.0      58.6     534.8    6126.6   74777.1
   86995.0      58.9     537.7    6166.7   75281.1
   87495.0      59.2     540.7    6206.8   75785.1
   87995.0      59.5     543.6    6246.9   76289.0
   88495.0      59.7     546.5    6287.0   76793.0
   88995.0      60.0     549.5    6327.1   77297.0
   89495.0      60.3     552.4    6367.1   77800.9
   89995.0      60.6     555.3    6407.2   78304.9
   90495.0      60.8     558.3    6447.3   78808.9
   90995.0      61.1     561.2    6487.4   79312.8
   91495.0      61.4     564.2    6527.5   79816.8
   91995.0      61.7     567.1    6567.6   80320.8
   92495.0      61.9     570.0    6607.7   80824.7
   92995.0      62.2     573.0    6647.8   81328.7
   93495.0      62.5     575.9    6687.9   81832.7
   93995.0      62.8     578.8    6728.0   82336.7
   94495.0      63.1     581.8    6768.0   82840.6
   94995.0      63.3     584.7    6808.1   83344.6
   95495.0      63.6     587.6    6848.2   83848.6
   95995.0      63.9     590.6    6888.3   84352.5
   96495.0      64.2     593.5    6928.4   84856.5
   96995.0      64.4     596.4    6968.5   85360.5
   97495.0      64.7     599.4    7008.6   85864.4
   97995.0      65.0     602.3    7048.7   86368.4
   98495.0      65.3     605.2    7088.8   86872.4
   98995.0      65.5     608.2    7128.9   87376.3
   99495.0      65.8     611.1    7168.9   87880.3
