# Characteristic  Pathlengths (in Angstroem) for Electron Transport in Cu
#
# ener(eV)      EMFP      IMFP     TRMFP      LNRG   
   91995.0     164.7     785.5   31272.3  148968.3
   92495.0     165.5     789.6   31468.5  149909.9
   92995.0     166.4     793.7   31664.7  150851.4
   93495.0     167.2     797.7   31860.8  151793.0
   93995.0     168.0     801.8   32057.0  152734.6
   94495.0     168.8     805.9   32253.1  153676.2
   94995.0     169.6     810.0   32449.3  154617.7
   95495.0     170.5     814.0   32645.5  155559.3
   95995.0     171.3     818.1   32841.6  156500.9
   96495.0     172.1     822.2   33037.8  157442.4
   96995.0     172.9     826.2   33234.0  158384.0
   97495.0     173.7     830.3   33430.1  159325.6
   97995.0     174.6     834.4   33626.3  160267.2
   98495.0     175.4     838.5   33822.4  161208.7
   98995.0     176.2     842.5   34018.6  162150.3
   99495.0     177.0     846.6   34214.8  163091.9
